,BookingID,LeadTime,ArrivalYear,ArrivalMonth,ArrivalDate,NumWeekendNights,NumWeekNights,MealPlan,Parking,RoomType,NumAdults,NumChildren,MarketSegment,RepeatedGuest,NumPrevCancellations,NumPreviousNonCancelled,AvgRoomPrice,SpecialRequests,BookingStatus
571,29591,104,2018,8,24,0,4,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,150.3,0,0.9473335
572,29592,106,2018,10,7,1,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,113.4,2,0.7079496
573,29593,2,2018,1,22,0,2,Meal Plan 1,1,Room_Type 1,2,0,Online,0,0,0,98.0,1,0.99978906
574,29594,7,2018,6,9,1,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,151.0,1,0.99843216
575,29595,104,2018,4,18,1,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,72.25,1,0.8856442
576,29596,63,2018,8,9,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,144.1,0,0.96592575
577,29597,30,2018,6,2,0,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,140.0,0,0.99355763
578,29598,308,2018,12,29,2,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,71.91,0,0.8475621
579,29599,2,2018,4,1,0,2,Meal Plan 1,0,Room_Type 1,3,0,Online,0,0,0,90.47,1,0.9997552
580,29600,418,2018,9,26,1,2,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,107.0,0,0.00026376586
581,29601,0,2018,3,21,1,0,Meal Plan 1,0,Room_Type 1,1,0,Corporate,1,0,6,65.0,1,0.9995994
582,29602,273,2018,11,22,0,5,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,63.75,0,0.84567165
583,29603,7,2018,5,13,0,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,215.0,2,0.9999435
584,29604,119,2018,2,10,0,3,Meal Plan 1,0,Room_Type 2,2,0,Online,0,0,0,81.0,1,0.88259625
585,29605,54,2018,9,2,2,3,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,139.86,0,0.99603045
586,29606,11,2018,10,2,2,0,Not Selected,0,Room_Type 1,2,1,Online,0,0,0,135.0,3,0.9999901
587,29607,1,2018,2,28,2,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,60.0,0,0.9246496
588,29608,10,2018,11,1,0,4,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,102.0,0,0.9996032
589,29609,27,2018,5,4,0,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,85.0,0,0.99557215
590,29610,30,2018,1,15,0,2,Meal Plan 1,0,Room_Type 6,2,0,Online,0,0,0,75.15,1,0.998417
591,29611,146,2018,8,5,0,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,81.25,1,0.8769281
592,29612,77,2018,3,20,2,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,90.95,0,0.83279914
593,29613,214,2018,7,12,0,4,Meal Plan 1,0,Room_Type 2,2,0,Online,0,0,0,81.5,1,0.9700411
594,29614,15,2018,1,24,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,68.99,1,0.9957806
595,29615,29,2018,11,17,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,89.9,1,0.99464947
596,29616,120,2018,8,9,0,5,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,127.8,1,0.8183653
597,29617,39,2017,8,14,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,101.5,0,0.9892952
598,29618,286,2018,10,16,1,0,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90.0,0,0.1462874
599,29619,268,2018,4,8,2,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,78.0,0,0.057938367
600,29620,30,2018,7,14,0,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,149.4,0,0.99139154
601,29621,193,2018,7,9,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,70.44,1,0.91260743
602,29622,5,2017,9,2,0,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,1,0,1,12.0,1,0.99983686
603,29623,141,2018,9,4,2,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,133.65,2,0.87633187
604,29624,12,2018,1,19,0,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,72.0,0,0.92112625
605,29625,191,2018,6,3,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,132.0,0,0.8271014
606,29626,21,2018,10,25,0,3,Not Selected,0,Room_Type 1,2,0,Offline,0,0,0,85.0,0,0.9945213
607,29627,164,2017,10,2,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,100.0,0,0.19610786
608,29628,13,2017,12,6,2,0,Meal Plan 1,0,Room_Type 1,2,0,Online,1,1,0,107.0,2,0.9996722
609,29629,27,2018,3,21,1,3,Not Selected,0,Room_Type 1,2,1,Offline,0,0,0,62.8,0,0.9932835
610,29630,0,2018,7,5,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,135.0,1,0.99755126
611,29631,45,2018,12,4,2,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,60.98,1,0.996575
612,29632,188,2018,6,15,0,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,130.0,0,0.80656475
613,29633,6,2018,3,2,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,93.0,1,0.999851
614,29634,134,2018,8,11,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,103.5,2,0.93740654
615,29635,51,2018,11,4,0,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,75.0,0,0.9891857
616,29636,115,2018,9,6,2,8,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,129.6,2,0.88110524
617,29637,59,2018,6,4,1,1,Meal Plan 2,0,Room_Type 4,2,0,Online,0,0,0,153.09,1,0.9888603
618,29638,200,2018,10,23,2,0,Meal Plan 2,0,Room_Type 1,1,0,Offline,0,0,0,90.0,0,0.053542305
619,29639,35,2018,12,28,0,1,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,183.0,1,0.9990171
620,29640,50,2017,10,18,2,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,94.5,1,0.9686912
621,29641,98,2018,7,21,0,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,124.8,0,0.82719654
622,29642,16,2018,1,25,1,4,Meal Plan 1,0,Room_Type 2,2,0,Online,0,0,0,77.25,0,0.9874901
623,29643,23,2018,9,6,0,2,Meal Plan 1,1,Room_Type 1,2,0,Online,0,0,0,118.0,1,0.9994302
624,29644,47,2018,10,11,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,108.0,0,0.993814
625,29645,12,2017,8,5,0,3,Meal Plan 1,0,Room_Type 1,3,0,Corporate,0,0,0,90.0,0,0.99946314
626,29646,51,2018,8,18,0,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,125.1,0,0.99150425
627,29647,32,2018,9,2,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,72.42,1,0.99954593
628,29648,130,2018,5,28,1,1,Meal Plan 1,1,Room_Type 4,2,0,Online,0,0,0,134.1,1,0.8838161
629,29649,114,2018,5,2,1,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,99.9,0,0.3358618
630,29650,191,2018,6,4,2,2,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,101.34,2,0.8859504
631,29651,26,2018,9,19,1,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,169.0,1,0.99539137
632,29652,85,2017,9,30,0,3,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,125.0,0,0.94750696
633,29653,122,2018,3,27,2,1,Meal Plan 2,0,Room_Type 1,3,0,Offline,0,0,0,128.0,2,0.9877544
634,29654,11,2018,11,19,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,107.67,2,0.9997053
635,29655,29,2017,10,13,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,98.98,2,0.99979275
636,29656,74,2018,6,26,2,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,91.5,1,0.9460039
637,29657,108,2017,8,24,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,76.5,1,0.88474977
638,29658,349,2018,10,4,1,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90.0,0,0.0005352352
639,29659,26,2018,10,15,1,1,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,159.0,2,0.9997774
640,29660,118,2018,6,6,1,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,110.0,0,0.12922738
641,29661,48,2018,5,22,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,92.83,2,0.9941315
642,29662,5,2018,8,29,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,139.0,1,0.99877304
643,29663,157,2018,12,8,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,68.0,0,0.75496626
644,29664,226,2018,10,29,2,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,70.0,1,0.22115935
645,29665,69,2018,6,17,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,126.9,0,0.92372215
646,29666,4,2018,8,23,0,2,Meal Plan 1,1,Room_Type 1,2,0,Online,0,0,0,157.0,1,0.99986327
647,29667,211,2018,5,20,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,100.0,0,0.83371156
648,29668,11,2018,6,13,1,0,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,83.0,0,0.9925962
649,29669,70,2018,7,14,1,3,Meal Plan 1,0,Room_Type 7,3,0,Online,0,0,0,165.63,2,0.9965689
650,29670,10,2018,9,30,0,1,Meal Plan 1,0,Room_Type 4,1,0,Online,0,0,0,195.0,2,0.9995765
651,29671,10,2018,9,3,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,129.0,0,0.99966645
652,29672,142,2018,8,3,2,6,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,104.76,0,0.40203962
653,29673,164,2017,10,2,0,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,100.0,0,0.6728208
654,29674,317,2018,9,15,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,120.0,0,0.009809508
655,29675,30,2018,9,7,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,109.0,3,0.999962
656,29676,19,2017,10,6,0,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,1,1,0,80.0,0,0.9994549
657,29677,44,2018,2,17,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,75.0,0,0.9852763
658,29678,22,2018,11,27,1,0,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,104.0,1,0.999288
659,29679,192,2018,6,24,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,95.0,0,0.117649436
660,29680,154,2018,7,1,1,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,75.0,0,0.40760952
661,29681,122,2018,4,15,0,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,85.0,0,0.8732215
662,29682,227,2018,8,29,2,5,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,80.75,0,0.022643516
663,29683,49,2018,4,10,2,2,Meal Plan 1,0,Room_Type 4,1,0,Online,0,0,0,112.2,0,0.602524
664,29684,2,2018,3,23,0,2,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,117.65,1,0.9997671
665,29685,183,2018,8,9,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,112.0,1,0.93562114
666,29686,245,2018,7,6,2,4,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,110.0,0,0.07400309
667,29687,151,2018,1,19,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,71.0,0,0.20251977
668,29688,145,2018,1,3,2,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,65.0,0,0.6391715
669,29689,15,2018,11,14,1,5,Meal Plan 1,0,Room_Type 4,1,0,Online,0,0,0,96.9,2,0.9925997
670,29690,0,2018,9,22,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,190.0,2,0.999749
671,29691,86,2018,11,4,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90.0,2,0.98458755
672,29692,0,2018,12,25,2,0,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,80.0,0,0.9991665
673,29693,61,2018,4,7,0,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,118.8,0,0.9697657
674,29694,31,2018,4,30,0,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,168.3,0,0.9980203
675,29695,208,2018,8,13,2,5,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,77.51,0,0.3208407
676,29696,9,2018,5,29,2,0,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,97.02,1,0.97541386
677,29697,224,2017,10,2,1,2,Meal Plan 1,0,Room_Type 2,2,0,Offline,0,0,0,65.0,1,0.47090843
678,29698,93,2018,12,26,1,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,92.51,2,0.9855499
679,29699,4,2018,10,25,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,104.0,0,0.98374695
680,29700,208,2018,12,27,0,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,81.0,1,0.5288705
681,29701,117,2018,9,16,1,2,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,145.8,1,0.9740438
682,29702,37,2018,12,8,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,88.0,0,0.9972542
683,29703,203,2018,8,9,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,96.3,0,0.8230118
684,29704,22,2017,10,20,0,4,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,75.0,0,0.9935454
685,29705,138,2018,7,14,0,2,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,130.5,1,0.9562387
686,29706,36,2018,1,19,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,71.0,0,0.8340652
687,29707,359,2018,10,14,2,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,39.0,1,0.00041112708
688,29708,305,2018,11,4,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,89.0,0,0.054973364
689,29709,6,2017,10,11,2,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,97.02,1,0.9745325
690,29710,10,2018,4,16,2,5,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,128.86,0,0.9744243
691,29711,14,2018,2,12,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,79.0,1,0.9999039
692,29712,173,2018,8,13,2,2,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,114.75,1,0.92122406
693,29713,18,2018,2,24,0,4,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,79.0,1,0.9998141
694,29714,273,2017,7,17,0,2,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,109.0,0,0.4672731
695,29715,88,2018,7,18,1,2,Meal Plan 1,0,Room_Type 1,3,0,Offline,0,0,0,96.9,2,0.9977708
696,29716,2,2018,3,16,0,3,Meal Plan 1,0,Room_Type 1,2,0,Corporate,0,0,0,40.0,1,0.9990019
697,29717,135,2018,10,13,0,2,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,151.2,3,0.98091954
698,29718,338,2018,10,7,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,80.0,0,0.0052615125
699,29719,3,2017,8,10,1,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,81.0,1,0.9998789
700,29720,32,2018,1,8,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,58.0,1,0.99368393
701,29721,15,2018,12,27,0,1,Meal Plan 1,0,Room_Type 1,3,0,Offline,0,0,0,65.0,1,0.9994618
702,29722,386,2018,10,23,2,0,Meal Plan 2,0,Room_Type 1,1,0,Offline,0,0,0,90.0,1,0.05814024
703,29723,27,2017,11,29,1,0,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,65.0,0,0.80564487
704,29724,141,2018,9,23,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,123.8,1,0.8150757
705,29725,25,2018,7,1,2,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,72.25,0,0.9779285
706,29726,6,2018,4,20,0,2,Meal Plan 1,0,Room_Type 1,1,0,Aviation,0,0,0,95.0,0,0.8912717
707,29727,28,2018,8,29,1,2,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,155.73,1,0.9986198
708,29728,67,2018,4,1,0,1,Meal Plan 1,1,Room_Type 1,2,0,Online,0,0,0,109.1,0,0.9763797
709,29729,5,2018,11,19,2,1,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,107.67,2,0.99987197
710,29730,4,2018,5,29,2,1,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,136.0,1,0.99787366
711,29731,280,2018,9,19,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,110.0,0,0.13536
712,29732,6,2018,3,22,0,5,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,88.92,0,0.9989851
713,29733,1,2018,3,23,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,96.0,1,0.9970596
714,29734,55,2018,9,20,0,3,Meal Plan 1,0,Room_Type 6,2,2,Online,0,0,0,207.9,0,0.9955634
715,29735,6,2018,3,17,0,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,124.0,1,0.9998054
716,29736,84,2017,12,31,0,3,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,100.33,0,0.9437447
717,29737,16,2018,12,29,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,138.0,1,0.99962157
718,29738,64,2018,9,5,1,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,98.55,3,0.9991574
719,29739,117,2018,7,19,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,105.3,1,0.86166316
720,29740,119,2018,4,15,0,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,90.9,0,0.44520888
721,29741,29,2018,4,15,2,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,102.8,1,0.986292
722,29742,283,2018,12,30,2,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,82.79,0,0.036572766
723,29743,305,2018,11,4,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,89.0,0,0.054973364
724,29744,292,2018,10,23,2,4,Meal Plan 1,0,Room_Type 2,2,0,Online,0,0,0,81.82,1,0.31971666
725,29745,198,2018,9,9,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90.0,0,0.8260449
726,29746,22,2017,8,26,0,2,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,65.0,0,0.84590954
727,29747,177,2018,8,24,0,4,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,82.88,0,0.96275085
728,29748,92,2017,12,26,2,3,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,60.0,1,0.97007823
729,29749,5,2018,4,4,1,3,Meal Plan 1,0,Room_Type 1,1,0,Aviation,0,0,0,95.0,0,0.78824264
730,29750,35,2018,3,7,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,81.9,0,0.98206204
731,29751,52,2018,9,7,0,2,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,149.4,2,0.99869186
732,29752,277,2018,10,20,2,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,84.15,0,0.9042255
733,29753,53,2018,11,11,2,5,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,97.87,4,0.9996679
734,29754,240,2018,8,18,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,85.5,1,0.9934163
735,29755,205,2018,10,20,0,3,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,95.5,1,0.90253705
736,29756,6,2018,11,8,0,1,Meal Plan 1,0,Room_Type 4,1,0,Corporate,0,0,0,94.0,0,0.93751943
737,29757,102,2018,10,9,1,0,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,108.0,1,0.91696715
738,29758,8,2018,5,21,1,1,Meal Plan 1,0,Room_Type 5,2,1,Offline,0,0,0,173.8,0,0.99907297
739,29759,142,2018,9,4,2,1,Meal Plan 1,0,Room_Type 5,2,0,Offline,0,0,0,101.15,0,0.7208238
740,29760,207,2018,10,4,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,98.1,0,0.9605424
741,29761,3,2017,10,2,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,65.0,0,0.99586904
742,29762,1,2017,8,12,0,2,Meal Plan 1,0,Room_Type 1,1,0,Complementary,0,0,0,0.0,0,0.8660781
743,29763,89,2018,7,7,2,5,Meal Plan 1,0,Room_Type 6,2,2,Online,0,0,0,183.73,1,0.9931595
744,29764,1,2018,10,25,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,120.0,2,0.9999901
745,29765,88,2018,7,13,1,4,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,120.8,2,0.9826187
746,29766,62,2018,10,23,1,0,Meal Plan 1,1,Room_Type 1,1,0,Corporate,0,0,0,67.0,0,0.7138225
747,29767,1,2018,2,28,2,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,60.0,0,0.9246496
748,29768,138,2018,8,17,1,4,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,122.4,2,0.8967148
749,29769,91,2018,4,4,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,80.0,0,0.79390967
750,29770,15,2017,9,9,0,4,Not Selected,0,Room_Type 1,2,0,Offline,0,0,0,58.35,1,0.99913746
751,29771,86,2017,9,24,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,87.5,0,0.49215287
752,29772,73,2018,4,5,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,87.3,1,0.9864711
753,29773,51,2018,5,7,2,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,159.3,0,0.9967847
754,29774,32,2017,11,20,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,73.0,0,0.8641576
755,29775,256,2018,6,15,0,2,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,115.0,1,0.938035
756,29776,59,2018,4,24,2,5,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,118.27,1,0.9410296
757,29777,115,2018,7,18,1,4,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,141.3,0,0.9366504
758,29778,96,2018,8,2,0,3,Meal Plan 1,0,Room_Type 1,2,0,Complementary,0,0,0,0.0,1,0.991439
759,29779,25,2018,12,27,0,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,65.0,0,0.92586714
760,29780,66,2017,10,9,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,75.0,0,0.93700737
761,29781,111,2018,10,10,1,0,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,120.0,0,0.3401914
762,29782,10,2017,12,20,2,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,52.36,1,0.9995752
763,29783,4,2018,5,15,2,2,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,98.32,0,0.6775956
764,29784,193,2017,10,15,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,65.0,0,0.83828145
765,29785,279,2018,10,12,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,110.0,0,0.09539041
766,29786,85,2018,4,13,2,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90.95,0,0.6076673
767,29787,113,2018,11,11,0,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,90.0,0,0.8997019
768,29788,118,2018,6,6,1,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,110.0,0,0.16168551
769,29789,275,2018,10,5,1,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90.0,0,0.0792231
770,29790,99,2018,9,5,1,4,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,168.3,0,0.95998716
771,29791,89,2017,7,27,1,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,76.5,0,0.8371291
772,29792,7,2018,9,9,2,3,Meal Plan 1,0,Room_Type 6,2,1,Online,0,0,0,237.0,2,0.99968016
773,29793,95,2018,11,20,2,0,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,90.0,2,0.74155056
774,29794,149,2018,5,6,2,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,99.45,0,0.60201013
775,29795,99,2017,10,30,2,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,65.0,0,0.6396676
776,29796,38,2017,10,1,2,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,58.0,1,0.7655759
777,29797,63,2018,4,25,1,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,103.87,1,0.96235764
778,29798,141,2018,8,15,1,5,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,124.8,0,0.5761722
779,29799,124,2018,8,4,0,1,Meal Plan 1,1,Room_Type 4,2,0,Online,0,0,0,127.8,1,0.8336834
780,29800,6,2018,2,12,1,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,106.0,2,0.99991536
781,29801,80,2018,4,13,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,85.5,1,0.9845123
782,29802,40,2018,6,27,1,2,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,128.1,0,0.9950472
783,29803,37,2018,6,20,1,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,113.4,0,0.97782063
784,29804,4,2018,3,7,1,3,Meal Plan 2,0,Room_Type 1,1,0,Offline,0,0,0,88.0,0,0.9064253
785,29805,21,2018,4,28,0,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,95.0,0,0.9965268
786,29806,0,2018,12,15,0,1,Meal Plan 1,1,Room_Type 1,1,0,Corporate,0,0,0,50.0,1,0.9878593
787,29807,77,2018,10,7,1,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,132.3,3,0.99749625
788,29808,14,2017,10,14,0,3,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,95.0,0,0.84510016
789,29809,71,2018,2,23,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,75.95,0,0.927244
790,29810,88,2018,10,20,0,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,132.3,1,0.9620773
791,29811,44,2018,4,23,2,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,117.15,1,0.981994
792,29812,28,2017,10,12,1,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,110.65,2,0.999754
793,29813,154,2018,4,19,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,75.0,0,0.742274
